"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","3699","Check Login button","","Wed May 07 13:21:14 GMT 2025","passed","Wed May 07 13:21:18 GMT 2025","","Frontend Menu Functionality","Check Login button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","4099","Check Gameplan button","","Wed May 07 13:20:21 GMT 2025","passed","Wed May 07 13:20:25 GMT 2025","","Frontend Menu Functionality","Check Gameplan button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","4678","Check Get Verified button","","Wed May 07 13:21:18 GMT 2025","passed","Wed May 07 13:21:23 GMT 2025","","Frontend Menu Functionality","Check Get Verified button",""
"  As a Student
  I want to be able to login to the G.E.M. Class Recruiting website
  So that I can access my account","2151","Check Sign Up link button","","Wed May 07 13:19:37 GMT 2025","passed","Wed May 07 13:19:39 GMT 2025","","Login Functionality","Check Sign Up link button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","4294","Check Contact Us button","","Wed May 07 13:20:03 GMT 2025","passed","Wed May 07 13:20:08 GMT 2025","","Frontend Menu Functionality","Check Contact Us button",""
"  As a Student
  I want to be able to login to the G.E.M. Class Recruiting website
  So that I can access my account","3999","Successful login with valid credentials","","Wed May 07 13:19:20 GMT 2025","passed","Wed May 07 13:19:24 GMT 2025","","Login Functionality","Successful login with valid credentials",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","4844","Check all options are displayed and clickable for Menu button","","Wed May 07 13:19:39 GMT 2025","passed","Wed May 07 13:19:44 GMT 2025","","Frontend Menu Functionality","Check all options are displayed and clickable for Menu button",""
"  As a Student
  I want to be able to login to the G.E.M. Class Recruiting website
  So that I can access my account","2953","Unsuccessful login with invalid credentials","","Wed May 07 13:19:24 GMT 2025","passed","Wed May 07 13:19:27 GMT 2025","","Login Functionality","Unsuccessful login with invalid credentials",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","5394","Check Classroom button","","Wed May 07 13:20:56 GMT 2025","passed","Wed May 07 13:21:01 GMT 2025","","Frontend Menu Functionality","Check Classroom button",""
"  As a Student
  I want to be able to login to the G.E.M. Class Recruiting website
  So that I can access my account","2877","Unsuccessful login with invalid credentials","","Wed May 07 13:19:27 GMT 2025","passed","Wed May 07 13:19:30 GMT 2025","","Login Functionality","Unsuccessful login with invalid credentials",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","3342","Check Background button","","Wed May 07 13:19:52 GMT 2025","passed","Wed May 07 13:19:56 GMT 2025","","Frontend Menu Functionality","Check Background button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","3958","Check Home button","","Wed May 07 13:19:44 GMT 2025","passed","Wed May 07 13:19:48 GMT 2025","","Frontend Menu Functionality","Check Home button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","5511","Check Player Directory button","","Wed May 07 13:20:35 GMT 2025","passed","Wed May 07 13:20:40 GMT 2025","","Frontend Menu Functionality","Check Player Directory button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","4526","Check Guidelines button","","Wed May 07 13:20:25 GMT 2025","passed","Wed May 07 13:20:29 GMT 2025","","Frontend Menu Functionality","Check Guidelines button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","4511","Check Scholarships button","","Wed May 07 13:20:11 GMT 2025","passed","Wed May 07 13:20:15 GMT 2025","","Frontend Menu Functionality","Check Scholarships button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","5656","Check Calendar button","","Wed May 07 13:20:29 GMT 2025","passed","Wed May 07 13:20:35 GMT 2025","","Frontend Menu Functionality","Check Calendar button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","4047","Check What We Do button","","Wed May 07 13:19:48 GMT 2025","passed","Wed May 07 13:19:52 GMT 2025","","Frontend Menu Functionality","Check What We Do button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","4959","Check Coach Directory button","","Wed May 07 13:20:45 GMT 2025","passed","Wed May 07 13:20:50 GMT 2025","","Frontend Menu Functionality","Check Coach Directory button",""
"  As a User
  I want to be able to see clickable SideMenu button
  So that I can access to menu options","5879","Check Film To Field button","","Wed May 07 13:21:01 GMT 2025","passed","Wed May 07 13:21:07 GMT 2025","","Frontend Menu Functionality","Check Film To Field button",""
